"","latitude","longitude","amenity.within.0.25km","amenity.within.0.5km","amenity.within.1km","amenity.within.2km","amenity.within.5km","min_ct","avg_ct","max_ct","min_ar","avg_ar","max_ar","average_cost_for_two","X4.5.Star_hl","Above.18.Only_hl","Afghan_cusi","African_cusi","Air.Conditioned_hl","All.Day.Breakfast_hl","American_cusi","Andhra_cusi","Arabian_cusi","Armenian_cusi","Asian_cusi","Available.for.Functions_hl","Awadhi_cusi","Axis.Bank...Dining.Delights_hl","Bakery_cusi","Bakery_est","Bar.Food_cusi","Bar_est","BBQ_cusi","Beer_hl","Belgian_cusi","Bengali_cusi","Beverage.Shop_est","Beverages_cusi","Bhojanalya_est","Bihari_cusi","Biryani_cusi","Board.Games_hl","Breakfast_hl","British_cusi","Brunch_hl","Bubble.Tea_cusi","Buffet_hl","Bulk.Orders.Accepted_hl","Burger_cusi","Burmese_cusi","Butcher.Shop_est","BYOB_hl","Cafe_cusi","Cafe_est","Card.Upon.Delivery_hl","Cash_hl","Casual.Dining_est","Catering.Available_hl","Charcoal.Chicken_cusi","Chettinad_cusi","Chinese_cusi","City.View_hl","Club_est","Coffee.and.Tea_cusi","Coffee_cusi","Confectionery_est","Continental_cusi","Couple.Entry.Only_hl","Craft.Beer_hl","Credit.Card_hl","Crepes_cusi","Cuisine.Varies_cusi","Dance.Floor_hl","Dark.Kitchen_hl","Debit.Card_hl","Delivery_hl","Dessert.Parlour_est","Desserts.and.Bakes_hl","Desserts_cusi","Dhaba_est","Digital.Payments.Accepted_hl","Dinner_hl","Disabled.Friendly_hl","DJ_hl","Drinks.Only_cusi","Drive.in_hl","Drive.Thru_hl","Entry.Fee_hl","European_cusi","Fast.Food_cusi","Fine.Dining_est","Finger.Food_cusi","Food.Court_est","Food.Truck_est","Free.Parking_hl","Free.Wifi_hl","French_cusi","Fried.Chicken_cusi","Fullbar_hl","Fusion_cusi","Gaming.Area_hl","Gastro.Pub_hl","Gin.Bar_hl","Gluten.Free.Options_hl","Goan_cusi","Greek_cusi","Grill_cusi","Group.Meal_hl","Gujarati_cusi","Halal_hl","Healthy.Food_cusi","Home.Baker_hl","Hookah_hl","Hot.dogs_cusi","Hyderabadi_cusi","Ice.Cream_cusi","Indian_cusi","Indonesian_cusi","Indoor.Seating_hl","Iranian_cusi","Irish_cusi","Italian_cusi","Japanese_cusi","Juices_cusi","Karaoke_hl","Kebab_cusi","Kerala_cusi","Keto.Options_hl","Kid.Friendly_hl","Kiosk_est","Konkan_cusi","Korean_cusi","Lebanese_cusi","LGBTQIA.Friendly_hl","Live.Entertainment_hl","Live.Music_hl","Live.Sports.Screening_hl","Lounge_est","Lunch.Menu_hl","Lunch_hl","Luxury.Dining_hl","Maharashtrian_cusi","Malaysian_cusi","Mall.Parking_hl","Malwani_cusi","Mangalorean_cusi","Mediterranean_cusi","Members.Only_hl","Mess_est","Mexican_cusi","Middle.Eastern_cusi","Mithai_cusi","Modern.Indian_cusi","Momos_cusi","Mongolian_cusi","Moroccan_cusi","Mughlai_cusi","nan_hl","Nightlife_hl","No.Alcohol.Available_hl","No.Seating.Available_hl","North.Eastern_cusi","North.Indian_cusi","Outdoor.Seating_hl","Paan.Shop_est","Paan_cusi","Paid.Wifi_hl","Panini_cusi","Parsi_cusi","Peruvian_cusi","Pet.Friendly_hl","Pizza_cusi","Pool.Table_hl","Poolside_hl","Portuguese_cusi","Pre.Ordering.Required_hl","Private.Dining.Area.Available_hl","Pub_est","Pure.Veg_hl","Quick.Bites_est","Rajasthani_cusi","Raw.Meats_cusi","Resto.Bar_hl","Restricted.Entry_hl","Roast.Chicken_cusi","Rolls_cusi","Romantic.Dining_hl","Rooftop_hl","Russian_cusi","Salad_cusi","Sandwich_cusi","Seafood_cusi","Seaside_hl","Seaview_hl","Self.Service_hl","Serves.Alcohol_hl","Serves.Cocktails_hl","Serves.Jain.Food_hl","Shack_est","Singaporean_cusi","Smoking.Area_hl","Sneakpeek_hl","Sodexo_hl","South.American_cusi","South.Indian_cusi","Spanish_cusi","Sports.TV_hl","Sri.Lankan_cusi","Standing.Tables_hl","Steak_cusi","Street.Food_cusi","Sushi_cusi","Sweet.Shop_est","Table.booking.for.Groups_hl","Table.booking.not.available_hl","Table.booking.recommended_hl","Table.Reservation.Not.Required_hl","Table.reservation.required_hl","Takeaway.Available_hl","Tamil_cusi","Tea_cusi","Tex.Mex_cusi","Thai_cusi","Tibetan_cusi","Ticket.Restaurant_hl","Turkish_cusi","Unlimited.Pizza_hl","Valet.Parking.Available_hl","Variable.Menu_hl","Vegan.Options_hl","Vietnamese_cusi","Wheelchair.Accessible_hl","Wifi_hl","Wine.Tasting_hl","Wine_hl","Wraps_cusi"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
